fossil_id,description,object_name,strat_type,period,taxonomy,url
7001,Fossilised footprints attributed to Cheirotherium in Triassic sandstone from Grinshill quarry,Cheirotherium,Chronostratigraphy,Triassic Period,Cheirotherium sp.,https://data.nhm.ac.uk/media/ludlow:G.03853.jpg
8255,"Fossilised remains of numerous Silurian graptolites, Pristiograptus sp., in a split and fractured nodule. Found in South Shropshire.",Graptolite,Chronostratigraphy,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.14730.jpg
7049,"A fossilised internal mould of a strongly inequilateral valve of the Silurian bivalve, Modiolopsis laevis. Found at Upper Millichope.",BIVALVE,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Modiolopsis laevis,https://data.nhm.ac.uk/media/ludlow:G.04198.jpg
8201,"A fossilised leaf of a Carboniferous seed fern, Neuropteris sp. Collected from the Coal Measures.",Plant,Chronostratigraphy,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14405.003.jpg
7095,"Silurian brachiopod Resserella elegantula, found at Buildwas.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Resserella elegantula,https://data.nhm.ac.uk/media/ludlow:G.04634.jpg
7024,Fossilised shell remains of the Silurian gastropod Liospira sp.,Gastropod,Chronostratigraphy,Silurian Period,Liospira sp.,https://data.nhm.ac.uk/media/ludlow:G.03994.jpg
8270,"Fossilised fragments of the Silurian Graptolite Pristiograptus sp. Found at Leintwardine, Herefordshire",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.14799.jpg
7065,"Fossilised remains of part of the Devonian plant, Parka decipiens, showing a reticulate structure. Found at Morville. Mounted on card.",Plant,Chronostratigraphy,Devonian Period,Parka decipiens,https://data.nhm.ac.uk/media/ludlow:G.04323.jpg
7225,"Fossilised remains of a fern frond. Found at Longden Common, Shropshire.",Plant,Chronostratigraphy,Carboniferous Period,Indeterminate Fern,https://data.nhm.ac.uk/media/ludlow:G.06209.jpg
7098,"Fossilised remains of the Silurian brachiopod Kirkidium knightii. Found by Bayliss, J. at Haye Park near Ludlow",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Kirkidium knightii,https://data.nhm.ac.uk/media/ludlow:G.04698.001.jpg
7026,"Fossilised shell remains of Silurian gastropod Cyclonema cirrhosa found at Sunnyhill Quarry near Ludlow, Shropshire",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Cyclonema cirrhosa,https://data.nhm.ac.uk/media/ludlow:G.04013.jpg
7091,"Internal mould of the valve of an Ordovician brachiopod, Dolerorthis sp.",Brachiopod,Chronostratigraphy,Ordovician Period,Dolerorthis sp.,https://data.nhm.ac.uk/media/ludlow:G.04581.jpg
7237,Fossilised remains of the Silurian brachiopod Lingula lewisi.,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Lingula lewisi,https://data.nhm.ac.uk/media/ludlow:G.06242.002.jpg
7119,"Fossilised remains of the Silurian gastropod Poleumita sp. found at Mary Knoll, Whitcliffe, Ludlow.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Poleumita sp.,https://data.nhm.ac.uk/media/ludlow:G.04910.jpg
7054,Fossilized remains of Tesseraspis sp.,Fish,Chronostratigraphy,Devonian Period,Tesseraspis sp.,https://data.nhm.ac.uk/media/ludlow:G.04250.002.jpg
8329,"Fossilised fragment of a jaw with teeth from an extinct animal species. Found in the Siwalik Hills, India.",Animal; Jaw,Biostratigraphy,Cenozoic Era,Animalia,https://data.nhm.ac.uk/media/ludlow:G.15196.jpg
7115,"Fossilised remains of cephalon of the Silurian trilobite, Dalmanites caudatus, showing glabella and right genal spine. Found in Sunken Road, Burrington.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites caudatus,https://data.nhm.ac.uk/media/ludlow:G.04893.jpg
7252,Fossilised remains of Silurian plant fragments.,Plant,Chronostratigraphy,Silurian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.06375.001a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06375.002.jpg
7638,"Fossilised fragments of Silurian gastropods, Platyschisma helicites. Found in South Shropshire.",Gastropod,Chronostratigraphy,Silurian Period,Platyschisma helicites,https://data.nhm.ac.uk/media/ludlow:G.09483.jpg
7076,"Much Wenlock Limestone assemblage containing parts of Silurian Coenites sp.?, Coenites intertextus, Syringopora sp, Anastrophia deflexa?, Atrypa sp?. and Encrinurus sp.?. Found at Wrens Nest, Dudley.",Assemblage,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Coenites sp.; Coenites intertextus; Syringopora sp.; Anastrophia deflexa; Atrypa sp.; Encrinurus sp.,https://data.nhm.ac.uk/media/ludlow:G.04456.jpg
7215,Fossilised remains of Devonian fish Dipterus valenciennesi,Fish,"Chronostratigraphy, Lithostratigraphy",Devonian Period,Dipterus valenciennesi,https://data.nhm.ac.uk/media/ludlow:G.06155.jpg
7127,"Part of a Silurian fossil brachiopod, Atrypa reticularis found at Dow, End Walsall",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Atrypa reticularis,https://data.nhm.ac.uk/media/ludlow:G.04947.003.jpg
8208,"Fossilised remains of a Carboniferous pteridosperm, Alethopteris sp.  Part and counterpart with G14432.001.",Plant,Chronostratigraphy,Carboniferous Period,Alethopteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14432.001-2.jpg
8192,"Fossilised remains of a leaf stem of the Carboniferous pteridosperm, Neuropteris sp. Collected from the Coal Measures.",Plant,Chronostratigraphy,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14374.jpg
7096,Fossilised valves of the Ordovician brachiopod Heterorthis alternata.,Brachiopod,Chronostratigraphy,Ordovician Period,Heterorthis alternata,https://data.nhm.ac.uk/media/ludlow:G.04651.jpg
7240,"Assemblage of Silurian fossil brachiopods. Protochonetes ludloviensis, Salopina lunata and Microsphaeridiorhynchia nucula found on Whitcliffe.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Protochonetes ludloviensis; Salopina lunata; Microsphaeridiorhynchia nucula,https://data.nhm.ac.uk/media/ludlow:G.06251.jpg; https://data.nhm.ac.uk/media/ludlow:G.06251b.jpg
7157,"Fragment of the phragmocone of the Silurian cephalopod, Dawsonoceras annulatum. Showing partial septal surface.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dawsonoceras annulatum,https://data.nhm.ac.uk/media/ludlow:G.05396a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05396b.jpg
7271,"Fossilised shell fragments of the Ordovician gastropod Bellerophon perturbatus found at Shelve, Shropshire.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Bellerophon perturbatus,https://data.nhm.ac.uk/media/ludlow:G.06549.jpg
8216,"Fossilised remains of the leaf whorl of the Carboniferous horsetail plant, Annularia stellata. Found in Shropshire.",Plant,Chronostratigraphy,Carboniferous Period,Annularia stellata,https://data.nhm.ac.uk/media/ludlow:G.14478.jpg
7104,Fossilised shell remains of the Silurian brachiopods Amphistrophia funiculata (1) and Atrypa reticularis (2).,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Amphistrophia funiculata; Atrypa reticularis,https://data.nhm.ac.uk/media/ludlow:G.04751.jpg
7242,Fossilised remains of the ventral head shield of the fish Phialaspis symondsi. Found at Devil's Hole.,Fish,Chronostratigraphy,Devonian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.06265.jpg
7158,"Part of the ribbed phragmocone of the Silurian cephalopod, Dawsonoceras annulatum.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dawsonoceras annulatum,https://data.nhm.ac.uk/media/ludlow:G.05397b.jpg
8227,"Fossilised remains of Upper Carboniferous plants including Stigmaria rootlets, in water-worn ironstone nodules. Found at Sharpness Point, Tynemouth.",Plant,Chronostratigraphy,Carboniferous Period,Stigmaria sp.,https://data.nhm.ac.uk/media/ludlow:G.14530.001.jpg; https://data.nhm.ac.uk/media/ludlow:G.14530.001.jpg; https://data.nhm.ac.uk/media/ludlow:G.14530.002.jpg; https://data.nhm.ac.uk/media/ludlow:G.14530.003.jpg; https://data.nhm.ac.uk/media/ludlow:G.14530.004.jpg; https://data.nhm.ac.uk/media/ludlow:G.14530.005.jpg; https://data.nhm.ac.uk/media/ludlow:G.14530.006.jpg
7109,Fossilised shell remains of the Silurian brachiopod Leptostrophia filosa found  at Bringewood Chase.,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Leptostrophia filosa,https://data.nhm.ac.uk/media/ludlow:G.04780.jpg
7292,Fossilized remains of the Devonian jawless fish Pteraspis leathensis found at Meadowley Wood.,Fish,Chronostratigraphy,Devonian Period,Pteraspis leathensis,https://data.nhm.ac.uk/media/ludlow:G.06722.jpg
7159,"Fragment of the phragmocone of the Silurian orthocone cephalopod, Kionoceras filosum. Found in the wall of a building in Leintwardine.",Cephalopod,Chronostratigraphy,Silurian Period,Kionoceras filosum,https://data.nhm.ac.uk/media/ludlow:G.05401.jpg
7273,Fossilised remains of the cutwater spine of a Devonian Acanthodian fish found at Aston Hill Wood.,Fish,Chronostratigraphy,Devonian Period,Acanthodii,https://data.nhm.ac.uk/media/ludlow:G.06581.jpg
8233,"A series of complete and incomplete Jurassic ammonites, of the  Dactylioceras sp. The shells are serpenticone and evolute and in some examples show ribs which bifurcate across the venter.",AMMONITE,"Biostratigraphy, Chronostratigraphy",Jurassic Period,Dactylioceras sp.,https://data.nhm.ac.uk/media/ludlow:G.14576.jpg
7132,"Fossilised remains of the Ordovician crinoid Iocrinus shelvensis. Includes upper part of stem, calyx and arms. Found by Norton, W.J. near Meadowtown, Shropshire.",Crinoid,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Iocrinus shelvensis,https://data.nhm.ac.uk/media/ludlow:G.05000.001.jpg
7305,"Fossilised remains of phragmocone of the Silurian orthocone cephalopod, Orthoceras bullatum showing septal divisions in the septal wall. Found in Ludlow.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.06818a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06818b.jpg
7260,"Abdomen of Silurian Phyllocarid, Ceratiocaris papilio.",Phyllocarid,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Ceratiocaris papilio,https://data.nhm.ac.uk/media/ludlow:G.06433a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06433b.jpg
8276,Fossilised remains of the Silurian graptolite Neodiversograptus nilssoni. Locality unknown.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Neodiversograptus nilssoni,https://data.nhm.ac.uk/media/ludlow:G.14826.jpg
8234,"A fossilised impression of a plant root of the Carboniferous lycopod, Stigmaria sp. Circular scars mark the position of former rhizoids. Collected from the Lower Coal Measures.",Plant,Chronostratigraphy,Carboniferous Period,Stigmaria sp.,https://data.nhm.ac.uk/media/ludlow:G.14581.jpg
7164,Fragment of phragmocone of a Cyrtoceras sp. cephalopod fossil.,Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Cyrtoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.05427.jpg
7306,"Fossilised fragments of the Ordovician bivalve Modiolopsis orbicularis found at Wistanstow, Shropshire.",BIVALVE,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Modiolopsis orbicularis,https://data.nhm.ac.uk/media/ludlow:G.06843a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06843b.jpg
7304,"Slab containing the fossilised remains of the Ordovician trilobites, Cnemidopyge nuda and Ogygiocarella debuchi. Found nr Pen-y-bont, Radnorshire.",Trilobite,Chronostratigraphy,Ordovician Period,Cnemidopyge nuda; Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.06796a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06796b.jpg; https://data.nhm.ac.uk/media/ludlow:G.06796c.jpg
8300,"Fossilised fragment of the distal end of femur belonging to an extinct species of Bison. The upper shaft is missing. Found in the Siwalik Hills, India. An original label is attached to the shaft of the bone.",Bison; Femur,Chronostratigraphy,Cenozoic Era,Bison; Bovidae,https://data.nhm.ac.uk/media/ludlow:G.15143.jpg
8235,"Fossilised remains of Carboniferous plant root, Stigmaria, the giant club moss. Found at Woodhouse Colliery.",Plant,"Biostratigraphy, Chronostratigraphy",Carboniferous Period,Stigmaria sp.,https://data.nhm.ac.uk/media/ludlow:G.14584.jpg
7166,"Silurian fossil cephalopod, Gomphoceras sp. from Mocktree, Leintwardine. Internal mould rounded in shape with visible chambers.",Cephalopod,"Biostratigraphy, Chronostratigraphy, Lithostratigraphy",Silurian Period,Gomphoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.05435.jpg
7332,"Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi found by Shuker, B. at Lower Farm, Betton.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.07125.jpg
7313,"Fossilised shell remains of the Silurian bivalve Pterinea sp. found in the garden of St. Laurence School, Ludlow.",BIVALVE,Chronostratigraphy,Silurian Period,Pterinea sp.,https://data.nhm.ac.uk/media/ludlow:G.06889a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06889b.jpg
7294,Fossilised remains of imprint of fish scales of Palaeoniscum freieslebenisis on permian rock. Found in Durham County.,Fish,"Biostratigraphy, Chronostratigraphy",Permian Period,Palaeoniscum freieslebenensis,https://data.nhm.ac.uk/media/ludlow:G.06744.jpg
8240,"Fossilised remains of water-worn and rounded specimen containing numerous remains of  Ordovician cricoconarida, Tentaculites sp. Found at Bromfield.",Cricoconarida,Chronostratigraphy,Ordovician Period,Tentaculites anglicus,https://data.nhm.ac.uk/media/ludlow:G.14606.jpg; https://data.nhm.ac.uk/media/ludlow:G.14606b.jpg
7181,Fossilised remains of complete specimen of the Ordovician trilobite Elrathia kingi.,Trilobite,Chronostratigraphy,Ordovician Period,Elrathia kingii,https://data.nhm.ac.uk/media/ludlow:G.05621.jpg
7341,"Fossilised remains of pygidium of the Silurian trilobite, Dalmanites myops. Held within a matrix which includes bryozoa and brachiopod fragments.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.07310.jpg
7324,"Fossilised remains of pygidium of the Silurian trilobite Dalmanites caudatus found at Sunken Lane, Burrington.",Trilobite,"Biostratigraphy, Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites caudatus,https://data.nhm.ac.uk/media/ludlow:G.07021.jpg
8343,Fossilised remains of the cranium of an extinct type of rhinoceros. Though almost complete the cranium has been slightly squashed during preservation as viewed from the front. Found in the Siwalik Hills of India.,Rhinoceros; Cranium,Chronostratigraphy,Cenozoic Era,Rhinocerotidae,https://data.nhm.ac.uk/media/ludlow:G.15225a.jpg; https://data.nhm.ac.uk/media/ludlow:G.15225b.jpg; https://data.nhm.ac.uk/media/ludlow:G.15225c.jpg; https://data.nhm.ac.uk/media/ludlow:G.15225d.jpg
8245,"Fossilised remains of an Ordovician polyzoan. Found by Norton, W. J. at Soudley.",Polyzoan,Chronostratigraphy,Ordovician Period,,https://data.nhm.ac.uk/media/ludlow:G.14652.jpg
7184,Fossilised remains of the Cambrian trilobite Olenus gibbosus found in North Wales.,Trilobite,"Chronostratigraphy, Lithostratigraphy",Cambrian Period,Olenus gibbosus,https://data.nhm.ac.uk/media/ludlow:G.05634a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05634b.jpg; https://data.nhm.ac.uk/media/ludlow:G.05634c.jpg
7357,"Fossilised remains of the Carboniferous articulate brachiopod, Productus castatus",Brachiopod,Chronostratigraphy,Carboniferous Period,Productus castatus,https://data.nhm.ac.uk/media/ludlow:G.07518.001.jpg
8193,Fossilised remains of Neuropteris sp. leaves. Found in the East Shropshire Coalfield.,Pteridosperm,Chronostratigraphy,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14379.jpg
8345,Fossilised remains of the left hand lower jaw of an extinct type of elephan. Found in the Siwalik Hills of India. A white rectangular area where original paper label was attached is visible on one side.,Elephant; Jaw,Chronostratigraphy,Cenozoic Era,Elephantidae,https://data.nhm.ac.uk/media/ludlow:G.15228a.jpg; https://data.nhm.ac.uk/media/ludlow:G.15228b.jpg; https://data.nhm.ac.uk/media/ludlow:G.15228c.jpg
8259,Fossilised remains of the Silurian graptolite Monograptus priodon. Found at Bishop's Castle.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Monograptus priodon,https://data.nhm.ac.uk/media/ludlow:G.14743.jpg
7186,Near complete specimen of the Ordovician trilobite Ogygiocarella debuchi showing a good example of the hypostome. Found in the Llandrindod area.,Trilobite,Chronostratigraphy,Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.05694.jpg
7373,"A polished section of Carboniferous 'Encrinital Marble', showing fragments of indeterminate crinoid stems and ossicles. Found in Derbyshire.",Crinoid,Chronostratigraphy,Carboniferous Period,CRINOIDEA,https://data.nhm.ac.uk/media/ludlow:G.07727.jpg
8243,"Sandstone containing the fragmentary fossilised remains of Ordovician cricoconarida,  brachiopods and trilobites. Found at Marshbrook.",Cricoconarida,Chronostratigraphy,Ordovician Period,Tentaculites anglicus; Strophomena grandis; Dalmanella sp.; Trinucleus sp.,https://data.nhm.ac.uk/media/ludlow:G.14635.jpg
